theme_tag,large_sector,primary_sub_archetype,canonical_archetype,posture,must_have_evidence,red_flag_evidence,green_policy,theme_is_score_input,production_scoring_changed,source_round
방역,BIOTECH_HEALTHCARE_DEVICE,DIAGNOSTICS_INFECTIOUS_DISEASE,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|revenue_after_event|margin_normalization,,Infectious disease demand is one-off until recurring demand is proven.,false,false,round10
미용기기,BIOTECH_HEALTHCARE_DEVICE,MEDICAL_DEVICE_HEALTHCARE_EXPORT,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,,Medical device Green needs repeat revenue and export/channel support.,false,false,round10
치아,BIOTECH_HEALTHCARE_DEVICE,MEDICAL_DEVICE_HEALTHCARE_EXPORT,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,,Medical device Green needs repeat revenue and export/channel support.,false,false,round10
임플란트,BIOTECH_HEALTHCARE_DEVICE,MEDICAL_DEVICE_HEALTHCARE_EXPORT,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,,Medical device Green needs repeat revenue and export/channel support.,false,false,round10
보툴리눔 톡신,BIOTECH_HEALTHCARE_DEVICE,MEDICAL_DEVICE_HEALTHCARE_EXPORT,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,,Medical device Green needs repeat revenue and export/channel support.,false,false,round10
수술용 로봇,BIOTECH_HEALTHCARE_DEVICE,MEDICAL_DEVICE_HEALTHCARE_EXPORT,MEDICAL_DEVICE_HEALTHCARE_EXPORT,GREEN_POSSIBLE,export_growth|consumable_repeat_revenue|regulatory_approval|opm_roe_improvement,,Medical device Green needs repeat revenue and export/channel support.,false,false,round10
의료 AI,BIOTECH_HEALTHCARE_DEVICE,DIGITAL_HEALTHCARE_AI,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,reimbursement_or_contract|recurring_revenue|regulatory_clearance,,Digital healthcare needs monetization and regulation evidence.,false,false,round10
원격의료,BIOTECH_HEALTHCARE_DEVICE,DIGITAL_HEALTHCARE_AI,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,reimbursement_or_contract|recurring_revenue|regulatory_clearance,,Digital healthcare needs monetization and regulation evidence.,false,false,round10
유전체검사,BIOTECH_HEALTHCARE_DEVICE,DIGITAL_HEALTHCARE_AI,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,reimbursement_or_contract|recurring_revenue|regulatory_clearance,,Digital healthcare needs monetization and regulation evidence.,false,false,round10
마이크로바이옴,BIOTECH_HEALTHCARE_DEVICE,DIGITAL_HEALTHCARE_AI,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,reimbursement_or_contract|recurring_revenue|regulatory_clearance,,Digital healthcare needs monetization and regulation evidence.,false,false,round10
마리화나,BIOTECH_HEALTHCARE_DEVICE,CANNABIS_REGULATED_HEALTH,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,legal_revenue|regulatory_approval|cash_flow,,Cannabis themes remain RedTeam-first without legal revenue.,false,false,round10
대마초,BIOTECH_HEALTHCARE_DEVICE,CANNABIS_REGULATED_HEALTH,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,legal_revenue|regulatory_approval|cash_flow,,Cannabis themes remain RedTeam-first without legal revenue.,false,false,round10
규제형 바이오 이벤트,BIOTECH_HEALTHCARE_DEVICE,CANNABIS_REGULATED_HEALTH,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,legal_revenue|regulatory_approval|cash_flow,,Cannabis themes remain RedTeam-first without legal revenue.,false,false,round10
클라우드 컴퓨팅,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,arpu|recurring_revenue|opm_leverage,,Platform needs monetization and margin leverage.,false,false,round10
원격근무,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,arpu|recurring_revenue|opm_leverage,,Platform needs monetization and margin leverage.,false,false,round10
컨택센터,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,arpu|recurring_revenue|opm_leverage,,Platform needs monetization and margin leverage.,false,false,round10
광고,PLATFORM_CONTENT_SW_SECURITY,PLATFORM_SOFTWARE_INTERNET,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,arpu|recurring_revenue|opm_leverage,,Platform needs monetization and margin leverage.,false,false,round10
게임,PLATFORM_CONTENT_SW_SECURITY,GAME_CONTENT_IP,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ip_repeatability|global_revenue|op_eps_revision,,"Content/IP needs repeat monetization, not launch hype only.",false,false,round10
엔터,PLATFORM_CONTENT_SW_SECURITY,GAME_CONTENT_IP,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ip_repeatability|global_revenue|op_eps_revision,,"Content/IP needs repeat monetization, not launch hype only.",false,false,round10
미디어 콘텐츠,PLATFORM_CONTENT_SW_SECURITY,GAME_CONTENT_IP,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ip_repeatability|global_revenue|op_eps_revision,,"Content/IP needs repeat monetization, not launch hype only.",false,false,round10
음원서비스,PLATFORM_CONTENT_SW_SECURITY,GAME_CONTENT_IP,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ip_repeatability|global_revenue|op_eps_revision,,"Content/IP needs repeat monetization, not launch hype only.",false,false,round10
방송·언론,PLATFORM_CONTENT_SW_SECURITY,GAME_CONTENT_IP,GAME_CONTENT_IP,WATCH_YELLOW_FIRST,ip_repeatability|global_revenue|op_eps_revision,,"Content/IP needs repeat monetization, not launch hype only.",false,false,round10
메타버스,PLATFORM_CONTENT_SW_SECURITY,METAVERSE_NFT_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,revenue_conversion|user_monetization|regulatory_risk,,Metaverse/NFT stays theme-risk until monetization is proven.,false,false,round10
NFT,PLATFORM_CONTENT_SW_SECURITY,METAVERSE_NFT_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,revenue_conversion|user_monetization|regulatory_risk,,Metaverse/NFT stays theme-risk until monetization is proven.,false,false,round10
디지털자산,PLATFORM_CONTENT_SW_SECURITY,METAVERSE_NFT_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,revenue_conversion|user_monetization|regulatory_risk,,Metaverse/NFT stays theme-risk until monetization is proven.,false,false,round10
STO,PLATFORM_CONTENT_SW_SECURITY,METAVERSE_NFT_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,revenue_conversion|user_monetization|regulatory_risk,,Metaverse/NFT stays theme-risk until monetization is proven.,false,false,round10
인공지능 AI,PLATFORM_CONTENT_SW_SECURITY,AI_SOFTWARE_APPLICATION,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,paid_usage|cost_efficiency|opm_leverage,,AI software needs paid usage and cost/margin proof.,false,false,round10
AI 신약개발,PLATFORM_CONTENT_SW_SECURITY,AI_SOFTWARE_APPLICATION,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,paid_usage|cost_efficiency|opm_leverage,,AI software needs paid usage and cost/margin proof.,false,false,round10
의료AI,PLATFORM_CONTENT_SW_SECURITY,AI_SOFTWARE_APPLICATION,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,paid_usage|cost_efficiency|opm_leverage,,AI software needs paid usage and cost/margin proof.,false,false,round10
딥페이크,PLATFORM_CONTENT_SW_SECURITY,AI_SOFTWARE_APPLICATION,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,paid_usage|cost_efficiency|opm_leverage,,AI software needs paid usage and cost/margin proof.,false,false,round10
IT보안,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|op_eps_revision,,Security infra needs recurring contract evidence.,false,false,round10
생체인식,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|op_eps_revision,,Security infra needs recurring contract evidence.,false,false,round10
CCTV,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|op_eps_revision,,Security infra needs recurring contract evidence.,false,false,round10
딥페이크,PLATFORM_CONTENT_SW_SECURITY,SECURITY_IDENTITY_INFRA,PLATFORM_SOFTWARE_INTERNET,WATCH_YELLOW_FIRST,recurring_contract|security_demand|op_eps_revision,,Security infra needs recurring contract evidence.,false,false,round10
교육,PLATFORM_CONTENT_SW_SECURITY,EDUCATION_SPECIALTY_SERVICES,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,enrollment_or_user_growth|opm_leverage|policy_risk,,Education services need recurring revenue and policy risk checks.,false,false,round10
취업일자리,PLATFORM_CONTENT_SW_SECURITY,EDUCATION_SPECIALTY_SERVICES,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,enrollment_or_user_growth|opm_leverage|policy_risk,,Education services need recurring revenue and policy risk checks.,false,false,round10
키즈,PLATFORM_CONTENT_SW_SECURITY,EDUCATION_SPECIALTY_SERVICES,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,enrollment_or_user_growth|opm_leverage|policy_risk,,Education services need recurring revenue and policy risk checks.,false,false,round10
유아용품,PLATFORM_CONTENT_SW_SECURITY,EDUCATION_SPECIALTY_SERVICES,EDUCATION_SPECIALTY_SERVICES,WATCH_YELLOW_FIRST,enrollment_or_user_growth|opm_leverage|policy_risk,,Education services need recurring revenue and policy risk checks.,false,false,round10
항공사,MOBILITY_TRANSPORT_LEISURE,AIRLINE_TRAVEL_CYCLE,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,traffic_recovery|yield_or_margin|cost_risk,,"Travel tags need traffic, yield, and margin evidence.",false,false,round10
여행·레저,MOBILITY_TRANSPORT_LEISURE,AIRLINE_TRAVEL_CYCLE,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,traffic_recovery|yield_or_margin|cost_risk,,"Travel tags need traffic, yield, and margin evidence.",false,false,round10
야놀자 관련주,MOBILITY_TRANSPORT_LEISURE,AIRLINE_TRAVEL_CYCLE,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,traffic_recovery|yield_or_margin|cost_risk,,"Travel tags need traffic, yield, and margin evidence.",false,false,round10
카지노,MOBILITY_TRANSPORT_LEISURE,CASINO_DUTYFREE_TOURISM,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,visitor_mix|drop_or_sales|opm_leverage,,Tourism needs visitor mix and margin evidence; policy events stay capped.,false,false,round10
면세점,MOBILITY_TRANSPORT_LEISURE,CASINO_DUTYFREE_TOURISM,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,visitor_mix|drop_or_sales|opm_leverage,,Tourism needs visitor mix and margin evidence; policy events stay capped.,false,false,round10
금강산 관광,MOBILITY_TRANSPORT_LEISURE,CASINO_DUTYFREE_TOURISM,TRAVEL_LEISURE_REOPENING,WATCH_YELLOW_FIRST,visitor_mix|drop_or_sales|opm_leverage,,Tourism needs visitor mix and margin evidence; policy events stay capped.,false,false,round10
해운,MOBILITY_TRANSPORT_LEISURE,SHIPPING_FREIGHT_CYCLE,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,freight_rate|contract_vs_spot|vessel_supply,,Shipping is cycle-heavy; Green is very restricted.,false,false,round10
택배,MOBILITY_TRANSPORT_LEISURE,SHIPPING_FREIGHT_CYCLE,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,freight_rate|contract_vs_spot|vessel_supply,,Shipping is cycle-heavy; Green is very restricted.,false,false,round10
종합물류,MOBILITY_TRANSPORT_LEISURE,SHIPPING_FREIGHT_CYCLE,SHIPPING_FREIGHT_CYCLE,REDTEAM_FIRST,freight_rate|contract_vs_spot|vessel_supply,,Shipping is cycle-heavy; Green is very restricted.,false,false,round10
현대차,MOBILITY_TRANSPORT_LEISURE,AUTO_COMPLETED_VEHICLE,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,mix_improvement|roe_fcf|shareholder_return,,Completed vehicle needs ROE/FCF and capital allocation proof.,false,false,round10
기아,MOBILITY_TRANSPORT_LEISURE,AUTO_COMPLETED_VEHICLE,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,mix_improvement|roe_fcf|shareholder_return,,Completed vehicle needs ROE/FCF and capital allocation proof.,false,false,round10
자동차 연비개선,MOBILITY_TRANSPORT_LEISURE,AUTO_COMPLETED_VEHICLE,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,mix_improvement|roe_fcf|shareholder_return,,Completed vehicle needs ROE/FCF and capital allocation proof.,false,false,round10
경량화,MOBILITY_TRANSPORT_LEISURE,AUTO_COMPLETED_VEHICLE,AUTO_MOBILITY_COMPLETED_VEHICLE,WATCH_YELLOW_FIRST,mix_improvement|roe_fcf|shareholder_return,,Completed vehicle needs ROE/FCF and capital allocation proof.,false,false,round10
자율주행,MOBILITY_TRANSPORT_LEISURE,AUTO_COMPONENTS_EV_ADAS,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|content_per_vehicle|opm_improvement,,Auto components need customer diversification and margin proof.,false,false,round10
전기차 부품,MOBILITY_TRANSPORT_LEISURE,AUTO_COMPONENTS_EV_ADAS,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|content_per_vehicle|opm_improvement,,Auto components need customer diversification and margin proof.,false,false,round10
카메라,MOBILITY_TRANSPORT_LEISURE,AUTO_COMPONENTS_EV_ADAS,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|content_per_vehicle|opm_improvement,,Auto components need customer diversification and margin proof.,false,false,round10
스마트폰 부품,MOBILITY_TRANSPORT_LEISURE,AUTO_COMPONENTS_EV_ADAS,AUTO_MOBILITY_COMPONENTS,WATCH_YELLOW_FIRST,customer_diversification|content_per_vehicle|opm_improvement,,Auto components need customer diversification and margin proof.,false,false,round10
렌터카,MOBILITY_TRANSPORT_LEISURE,RENTAL_USED_CAR_MOBILITY,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,fleet_margin|residual_value|demand_visibility,,Mobility services need margin and asset value checks.,false,false,round10
중고차,MOBILITY_TRANSPORT_LEISURE,RENTAL_USED_CAR_MOBILITY,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,fleet_margin|residual_value|demand_visibility,,Mobility services need margin and asset value checks.,false,false,round10
자전거,MOBILITY_TRANSPORT_LEISURE,RENTAL_USED_CAR_MOBILITY,RETAIL_DOMESTIC_CONSUMER,WATCH_YELLOW_FIRST,fleet_margin|residual_value|demand_visibility,,Mobility services need margin and asset value checks.,false,false,round10
드론,MOBILITY_TRANSPORT_LEISURE,URBAN_AIR_DRONE,DEFENSE_GOVERNMENT_BACKLOG,REDTEAM_FIRST,government_or_commercial_order|revenue_conversion|regulatory_approval,,Drone/UAM themes need order or revenue conversion.,false,false,round10
플라잉카,MOBILITY_TRANSPORT_LEISURE,URBAN_AIR_DRONE,DEFENSE_GOVERNMENT_BACKLOG,REDTEAM_FIRST,government_or_commercial_order|revenue_conversion|regulatory_approval,,Drone/UAM themes need order or revenue conversion.,false,false,round10
항공우주,MOBILITY_TRANSPORT_LEISURE,URBAN_AIR_DRONE,DEFENSE_GOVERNMENT_BACKLOG,REDTEAM_FIRST,government_or_commercial_order|revenue_conversion|regulatory_approval,,Drone/UAM themes need order or revenue conversion.,false,false,round10
스페이스X,MOBILITY_TRANSPORT_LEISURE,URBAN_AIR_DRONE,DEFENSE_GOVERNMENT_BACKLOG,REDTEAM_FIRST,government_or_commercial_order|revenue_conversion|regulatory_approval,,Drone/UAM themes need order or revenue conversion.,false,false,round10
대형 건설사,CONSTRUCTION_REAL_ESTATE_MATERIALS,CONSTRUCTION_REAL_ESTATE_CREDIT,CONSTRUCTION_REAL_ESTATE_CREDIT,REDTEAM_FIRST,pf_exposure|cash_flow|credit_risk,,Construction remains credit-risk first.,false,false,round10
중소형 건설사,CONSTRUCTION_REAL_ESTATE_MATERIALS,CONSTRUCTION_REAL_ESTATE_CREDIT,CONSTRUCTION_REAL_ESTATE_CREDIT,REDTEAM_FIRST,pf_exposure|cash_flow|credit_risk,,Construction remains credit-risk first.,false,false,round10
부동산 자산 보유,CONSTRUCTION_REAL_ESTATE_MATERIALS,CONSTRUCTION_REAL_ESTATE_CREDIT,CONSTRUCTION_REAL_ESTATE_CREDIT,REDTEAM_FIRST,pf_exposure|cash_flow|credit_risk,,Construction remains credit-risk first.,false,false,round10
부동산 개발신탁리츠,CONSTRUCTION_REAL_ESTATE_MATERIALS,REIT_DEVELOPMENT_TRUST,VALUE_UP_SHAREHOLDER_RETURN,WATCH_YELLOW_FIRST,nav_discount|cash_yield|debt_cost,,"REITs need NAV, yield, and debt-cost evidence.",false,false,round10
리츠,CONSTRUCTION_REAL_ESTATE_MATERIALS,REIT_DEVELOPMENT_TRUST,VALUE_UP_SHAREHOLDER_RETURN,WATCH_YELLOW_FIRST,nav_discount|cash_yield|debt_cost,,"REITs need NAV, yield, and debt-cost evidence.",false,false,round10
부동산 자산 보유,CONSTRUCTION_REAL_ESTATE_MATERIALS,REIT_DEVELOPMENT_TRUST,VALUE_UP_SHAREHOLDER_RETURN,WATCH_YELLOW_FIRST,nav_discount|cash_yield|debt_cost,,"REITs need NAV, yield, and debt-cost evidence.",false,false,round10
건자재,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,price_hike|volume|cost_spread|housing_cycle,,Building materials are cycle/spread sensitive.,false,false,round10
시멘트,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,price_hike|volume|cost_spread|housing_cycle,,Building materials are cycle/spread sensitive.,false,false,round10
레미콘,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,price_hike|volume|cost_spread|housing_cycle,,Building materials are cycle/spread sensitive.,false,false,round10
콘크리트,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,price_hike|volume|cost_spread|housing_cycle,,Building materials are cycle/spread sensitive.,false,false,round10
철근,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,price_hike|volume|cost_spread|housing_cycle,,Building materials are cycle/spread sensitive.,false,false,round10
거푸집,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,price_hike|volume|cost_spread|housing_cycle,,Building materials are cycle/spread sensitive.,false,false,round10
가구,CONSTRUCTION_REAL_ESTATE_MATERIALS,BUILDING_MATERIALS_CYCLE,COMMODITY_SPREAD,WATCH_YELLOW_FIRST,price_hike|volume|cost_spread|housing_cycle,,Building materials are cycle/spread sensitive.,false,false,round10
우크라 재건,CONSTRUCTION_REAL_ESTATE_MATERIALS,INFRA_RECONSTRUCTION_POLICY,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,funded_order|contract_economics|delivery_schedule,,Reconstruction policy themes need confirmed orders.,false,false,round10
네옴시티,CONSTRUCTION_REAL_ESTATE_MATERIALS,INFRA_RECONSTRUCTION_POLICY,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,funded_order|contract_economics|delivery_schedule,,Reconstruction policy themes need confirmed orders.,false,false,round10
세종시,CONSTRUCTION_REAL_ESTATE_MATERIALS,INFRA_RECONSTRUCTION_POLICY,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,funded_order|contract_economics|delivery_schedule,,Reconstruction policy themes need confirmed orders.,false,false,round10
철도,CONSTRUCTION_REAL_ESTATE_MATERIALS,INFRA_RECONSTRUCTION_POLICY,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,funded_order|contract_economics|delivery_schedule,,Reconstruction policy themes need confirmed orders.,false,false,round10
지진,CONSTRUCTION_REAL_ESTATE_MATERIALS,DISASTER_REBUILD_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,actual_order|repeat_demand|margin_visibility,,Disaster rebuild is event demand unless repeat orders exist.,false,false,round10
폭염,CONSTRUCTION_REAL_ESTATE_MATERIALS,DISASTER_REBUILD_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,actual_order|repeat_demand|margin_visibility,,Disaster rebuild is event demand unless repeat orders exist.,false,false,round10
재난복구,CONSTRUCTION_REAL_ESTATE_MATERIALS,DISASTER_REBUILD_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,actual_order|repeat_demand|margin_visibility,,Disaster rebuild is event demand unless repeat orders exist.,false,false,round10
건자재 이벤트,CONSTRUCTION_REAL_ESTATE_MATERIALS,DISASTER_REBUILD_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,actual_order|repeat_demand|margin_visibility,,Disaster rebuild is event demand unless repeat orders exist.,false,false,round10
남북경협,POLICY_GEOPOLITICAL_EVENT,NORTH_KOREA_POLICY_EVENT,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,binding_policy|funded_project|revenue_visibility,,North Korea policy events are Green-blocked without binding revenue.,false,false,round10
DMZ,POLICY_GEOPOLITICAL_EVENT,NORTH_KOREA_POLICY_EVENT,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,binding_policy|funded_project|revenue_visibility,,North Korea policy events are Green-blocked without binding revenue.,false,false,round10
개성공단,POLICY_GEOPOLITICAL_EVENT,NORTH_KOREA_POLICY_EVENT,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,binding_policy|funded_project|revenue_visibility,,North Korea policy events are Green-blocked without binding revenue.,false,false,round10
금강산 관광,POLICY_GEOPOLITICAL_EVENT,NORTH_KOREA_POLICY_EVENT,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,binding_policy|funded_project|revenue_visibility,,North Korea policy events are Green-blocked without binding revenue.,false,false,round10
광물자원개발,POLICY_GEOPOLITICAL_EVENT,NORTH_KOREA_POLICY_EVENT,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,binding_policy|funded_project|revenue_visibility,,North Korea policy events are Green-blocked without binding revenue.,false,false,round10
우크라 재건,POLICY_GEOPOLITICAL_EVENT,GEOPOLITICAL_RECONSTRUCTION,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,contract_award|funding|supplier_margin,,Geopolitical reconstruction needs funded contract evidence.,false,false,round10
네옴시티,POLICY_GEOPOLITICAL_EVENT,GEOPOLITICAL_RECONSTRUCTION,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,contract_award|funding|supplier_margin,,Geopolitical reconstruction needs funded contract evidence.,false,false,round10
원전 수출,POLICY_GEOPOLITICAL_EVENT,GEOPOLITICAL_RECONSTRUCTION,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,contract_award|funding|supplier_margin,,Geopolitical reconstruction needs funded contract evidence.,false,false,round10
철도,POLICY_GEOPOLITICAL_EVENT,GEOPOLITICAL_RECONSTRUCTION,CONTRACT_BACKLOG_INDUSTRIAL,REDTEAM_FIRST,contract_award|funding|supplier_margin,,Geopolitical reconstruction needs funded contract evidence.,false,false,round10
폭염,POLICY_GEOPOLITICAL_EVENT,CLIMATE_DISASTER_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,repeat_demand|sell_through|margin_visibility,,Climate/disaster demand is event-driven unless recurrence is proven.,false,false,round10
황사,POLICY_GEOPOLITICAL_EVENT,CLIMATE_DISASTER_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,repeat_demand|sell_through|margin_visibility,,Climate/disaster demand is event-driven unless recurrence is proven.,false,false,round10
미세먼지,POLICY_GEOPOLITICAL_EVENT,CLIMATE_DISASTER_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,repeat_demand|sell_through|margin_visibility,,Climate/disaster demand is event-driven unless recurrence is proven.,false,false,round10
공기정화,POLICY_GEOPOLITICAL_EVENT,CLIMATE_DISASTER_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,repeat_demand|sell_through|margin_visibility,,Climate/disaster demand is event-driven unless recurrence is proven.,false,false,round10
마스크,POLICY_GEOPOLITICAL_EVENT,CLIMATE_DISASTER_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,repeat_demand|sell_through|margin_visibility,,Climate/disaster demand is event-driven unless recurrence is proven.,false,false,round10
지진,POLICY_GEOPOLITICAL_EVENT,CLIMATE_DISASTER_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,repeat_demand|sell_through|margin_visibility,,Climate/disaster demand is event-driven unless recurrence is proven.,false,false,round10
엠폭스,POLICY_GEOPOLITICAL_EVENT,INFECTIOUS_DISEASE_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,,Disease/pest themes are one-off until proven recurring.,false,false,round10
코로나19,POLICY_GEOPOLITICAL_EVENT,INFECTIOUS_DISEASE_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,,Disease/pest themes are one-off until proven recurring.,false,false,round10
전염병 진단,POLICY_GEOPOLITICAL_EVENT,INFECTIOUS_DISEASE_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,,Disease/pest themes are one-off until proven recurring.,false,false,round10
빈대퇴치,POLICY_GEOPOLITICAL_EVENT,INFECTIOUS_DISEASE_EVENT,ONE_OFF_EVENT_DEMAND,REDTEAM_FIRST,recurring_non_event_demand|post_event_revenue|margin_normalization,,Disease/pest themes are one-off until proven recurring.,false,false,round10
초전도체,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science is a RedTeam-first tag.,false,false,round10
맥신,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science is a RedTeam-first tag.,false,false,round10
그래핀,POLICY_GEOPOLITICAL_EVENT,SPECULATIVE_SCIENCE_THEME,THEME_VALUATION_OVERHEAT,REDTEAM_FIRST,commercial_revenue|contract_or_order|technical_validation,,Speculative science is a RedTeam-first tag.,false,false,round10
